crossed_rownames,name_1,syct_1,mmin_1,mmax_1,cach_1,chmin_1,chmax_1,perf_1,estperf_1,name_2,syct_2,mmin_2,mmax_2,cach_2,chmin_2,chmax_2,perf_2,estperf_2
49_79,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HARRIS 80,300,192,768,6,6,24,36,18
49_80,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HARRIS 800,180,768,12000,6,1,31,84,53
49_81,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 6/35,330,1000,3000,0,2,4,16,23
49_82,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 6/92,300,1000,4000,8,3,64,38,30
49_83,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 6/96,300,1000,16000,8,2,112,38,73
49_84,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 7/35,330,1000,2000,0,1,2,16,20
49_85,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 7/45,330,1000,4000,0,3,6,22,25
49_86,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 7/55,140,2000,4000,0,3,6,29,28
49_87,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 7/65,140,2000,4000,0,4,8,40,29
49_88,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 8/44,140,2000,4000,8,1,20,35,32
49_89,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 8/49,140,2000,32000,32,1,20,134,175
49_90,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 8/50,140,2000,8000,32,1,54,66,57
49_91,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 8/52,140,2000,32000,32,1,54,141,181
49_92,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 8/62,140,2000,32000,32,1,54,189,181
49_93,DEC VAX 11/750,320,512,8000,4,1,5,40,36,HONEYWELL DPS 8/20,140,2000,4000,8,1,20,22,32
49_94,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 3033 S,57,4000,16000,1,6,12,132,82
49_95,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 3033 U,57,4000,24000,64,12,16,237,171
49_96,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 3081,26,16000,32000,64,16,24,465,361
49_97,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 3081 D,26,16000,32000,64,8,24,465,350
49_98,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 3083 B,26,8000,32000,0,8,24,277,220
49_99,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 3083 E,26,8000,16000,0,8,16,185,113
49_100,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 370/125-2,480,96,512,0,1,1,6,15
49_101,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 370/148,203,1000,2000,0,1,5,24,21
49_102,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 370/158-3,115,512,6000,16,1,6,45,35
49_103,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 38/3,1100,512,1500,0,1,1,7,18
49_104,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 38/4,1100,768,2000,0,1,1,13,20
49_105,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 38/5,600,768,2000,0,1,1,16,20
49_106,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 38/7,400,2000,4000,0,1,1,32,28
49_107,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 38/8,400,4000,8000,0,1,1,32,45
49_108,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4321,900,1000,1000,0,1,2,11,18
49_109,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4331-1,900,512,1000,0,1,2,11,17
49_110,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4331-11,900,1000,4000,4,1,2,18,26
49_111,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4331-2,900,1000,4000,8,1,2,22,28
49_112,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4341,900,2000,4000,0,3,6,37,28
49_113,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4341-1,225,2000,4000,8,3,6,40,31
49_114,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4341-10,225,2000,4000,8,3,6,34,31
49_115,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4341-11,180,2000,8000,8,1,6,50,42
49_116,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4341-12,185,2000,16000,16,1,6,76,76
49_117,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4341-2,180,2000,16000,16,1,6,66,76
49_118,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4341-9,225,1000,4000,2,3,6,24,26
49_119,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4361-4,25,2000,12000,8,1,4,49,59
49_120,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4361-5,25,2000,12000,16,3,5,66,65
49_121,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4381-1,17,4000,16000,8,6,12,100,101
49_122,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 4381-2,17,4000,16000,32,6,12,133,116
49_123,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 8130 A,1500,768,1000,0,0,0,12,18
49_124,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 8130 B,1500,768,2000,0,0,0,18,20
49_125,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IBM 8140,800,768,2000,0,0,0,20,20
49_126,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IPL 4436,50,2000,4000,0,3,6,27,30
49_127,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IPL 4443,50,2000,8000,8,3,6,45,44
49_128,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IPL 4445,50,2000,8000,8,1,6,56,44
49_129,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IPL 4446,50,2000,16000,24,1,6,70,82
49_130,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IPL 4460,50,2000,16000,24,1,6,80,82
49_131,DEC VAX 11/750,320,512,8000,4,1,5,40,36,IPL 4480,50,8000,16000,48,1,10,136,128
49_132,DEC VAX 11/750,320,512,8000,4,1,5,40,36,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
49_133,DEC VAX 11/750,320,512,8000,4,1,5,40,36,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
49_134,DEC VAX 11/750,320,512,8000,4,1,5,40,36,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
49_135,DEC VAX 11/750,320,512,8000,4,1,5,40,36,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
49_136,DEC VAX 11/750,320,512,8000,4,1,5,40,36,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
49_137,DEC VAX 11/750,320,512,8000,4,1,5,40,36,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
49_138,DEC VAX 11/750,320,512,8000,4,1,5,40,36,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
49_139,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/3000,115,2000,8000,16,1,3,50,46
49_140,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
49_141,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/5000,92,2000,8000,32,1,6,62,53
49_142,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
49_143,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
49_144,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/6130,75,4000,16000,16,1,6,66,86
49_145,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/6150,60,4000,16000,32,1,6,86,95
49_146,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/6620,60,2000,16000,64,5,8,74,107
49_147,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/6630,60,4000,16000,64,5,8,93,117
49_148,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/6650,50,4000,16000,64,5,10,110,119
49_149,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/7000,72,4000,16000,64,8,16,143,120
49_150,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/7000 N,72,2000,8000,16,6,8,105,48
49_151,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/8040,40,8000,16000,32,8,16,214,126
49_152,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/8050,40,8000,32000,64,8,24,277,266
49_153,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/8060,35,8000,32000,64,8,24,370,270
49_154,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/9000 DPC,38,16000,32000,128,16,32,510,426
49_155,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/9000 N,48,4000,24000,32,8,24,214,151
49_156,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/9040,38,8000,32000,64,8,24,326,267
49_157,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NAS AS/9060,30,16000,32000,256,16,24,510,603
49_158,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8535 II,112,1000,1000,0,1,4,8,19
49_159,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8545 II,84,1000,2000,0,1,6,12,21
49_160,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8555 II,56,1000,4000,0,1,6,17,26
49_161,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8565 II,56,2000,6000,0,1,8,21,35
49_162,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8565 II E,56,2000,8000,0,1,8,24,41
49_163,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8575 II,56,4000,8000,0,1,8,34,47
49_164,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8585 II,56,4000,12000,0,1,8,42,62
49_165,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8595 II,56,4000,16000,0,1,8,46,78
49_166,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8635 ,38,4000,8000,32,16,32,51,80
49_167,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8650,38,4000,8000,32,16,32,116,80
49_168,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8635,38,8000,16000,64,4,8,100,142
49_169,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8665,38,8000,24000,160,4,8,140,281
49_170,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NCR V8670,38,4000,16000,128,16,32,212,190
49_171,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NIXDORF 8890/30,200,1000,2000,0,1,2,25,21
49_172,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NIXDORF 8890/50,200,1000,4000,0,1,4,30,25
49_173,DEC VAX 11/750,320,512,8000,4,1,5,40,36,NIXDORF 8890/70,200,2000,8000,64,1,5,41,67
49_174,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PERKIN-ELMER 3205,250,512,4000,0,1,7,25,24
49_175,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PERKIN-ELMER 3210,250,512,4000,0,4,7,50,24
49_176,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PERKIN-ELMER 3230,250,1000,16000,1,1,8,50,64
49_177,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PRIME 50-2250,160,512,4000,2,1,5,30,25
49_178,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PRIME 50-250 II,160,512,2000,2,3,8,32,20
49_179,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PRIME 50-550 II,160,1000,4000,8,1,14,38,29
49_180,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PRIME 50-750 II,160,1000,8000,16,1,14,60,43
49_181,DEC VAX 11/750,320,512,8000,4,1,5,40,36,PRIME 50-850 II,160,2000,8000,32,1,13,109,53
49_182,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.521,240,512,1000,8,1,3,6,19
49_183,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.531,240,512,2000,8,1,5,11,22
49_184,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.536,105,2000,4000,8,3,8,22,31
49_185,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.541,105,2000,6000,16,6,16,33,41
49_186,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.551,105,2000,8000,16,4,14,58,47
49_187,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.561,52,4000,16000,32,4,12,130,99
49_188,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.865-2,70,4000,12000,8,6,8,75,67
49_189,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.870-2,59,4000,12000,32,6,12,113,81
49_190,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.872-2,59,8000,16000,64,12,24,188,149
49_191,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.875-2,26,8000,24000,32,8,16,173,183
49_192,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.880-2,26,8000,32000,64,12,16,248,275
49_193,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SIEMENS 7.881-2,26,8000,32000,128,24,32,405,382
49_194,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 1100/61 H1,116,2000,8000,32,5,28,70,56
49_195,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 1100/81,50,2000,32000,24,6,26,114,182
49_196,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 1100/82,50,2000,32000,48,26,52,208,227
49_197,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 1100/83,50,2000,32000,112,52,104,307,341
49_198,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 1100/84,50,4000,32000,112,52,104,397,360
49_199,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 1100/93,30,8000,64000,96,12,176,915,919
49_200,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 1100/94,30,8000,64000,128,12,176,1150,978
49_201,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 80/3,180,262,4000,0,1,3,12,24
49_202,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 80/4,180,512,4000,0,1,3,14,24
49_203,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 80/5,180,262,4000,0,1,3,18,24
49_204,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 80/6,180,512,4000,0,1,3,21,24
49_205,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 80/8,124,1000,8000,0,1,8,42,37
49_206,DEC VAX 11/750,320,512,8000,4,1,5,40,36,SPERRY 90/80 MODEL 3,98,1000,8000,32,2,8,46,50
49_207,DEC VAX 11/750,320,512,8000,4,1,5,40,36,STRATUS 32,125,2000,8000,0,2,14,52,41
49_208,DEC VAX 11/750,320,512,8000,4,1,5,40,36,WANG VS10,480,512,8000,32,0,0,67,47
49_209,DEC VAX 11/750,320,512,8000,4,1,5,40,36,WANG VS 90,480,1000,4000,0,0,0,45,25
50_51,DEC VAX 11/780,200,512,8000,8,1,8,62,38,DG ECLIPSE C/350,700,384,8000,0,1,1,24,34
50_52,DEC VAX 11/780,200,512,8000,8,1,8,62,38,DG ECLIPSE M/600,700,256,2000,0,1,1,24,19
50_53,DEC VAX 11/780,200,512,8000,8,1,8,62,38,DG ECLIPSE MV/1000,140,1000,16000,16,1,3,138,72
50_54,DEC VAX 11/780,200,512,8000,8,1,8,62,38,DG ECLIPSE MV/4000,200,1000,8000,0,1,2,36,36
50_55,DEC VAX 11/780,200,512,8000,8,1,8,62,38,DG ECLIPSE MV/6000,110,1000,4000,16,1,2,26,30
50_56,DEC VAX 11/780,200,512,8000,8,1,8,62,38,DG ECLIPSE MV/8000,110,1000,12000,16,1,2,60,56
50_57,DEC VAX 11/780,200,512,8000,8,1,8,62,38,DG ECLIPSE MV/8000 II,220,1000,8000,16,1,2,71,42
50_58,DEC VAX 11/780,200,512,8000,8,1,8,62,38,FORMATION F4000/100,800,256,8000,0,1,4,12,34
50_59,DEC VAX 11/780,200,512,8000,8,1,8,62,38,FORMATION F4000/200,800,256,8000,0,1,4,14,34
50_60,DEC VAX 11/780,200,512,8000,8,1,8,62,38,FORMATION F4000/200AP,800,256,8000,0,1,4,20,34
50_61,DEC VAX 11/780,200,512,8000,8,1,8,62,38,FORMATION F4000/300,800,256,8000,0,1,4,16,34
50_62,DEC VAX 11/780,200,512,8000,8,1,8,62,38,FORMATION F4000/300AP,800,256,8000,0,1,4,22,34
50_63,DEC VAX 11/780,200,512,8000,8,1,8,62,38,FOUR PHASE 2000/260,125,512,1000,0,8,20,36,19
50_64,DEC VAX 11/780,200,512,8000,8,1,8,62,38,GOULD CONCEPT 32/8705,75,2000,8000,64,1,38,144,75
50_65,DEC VAX 11/780,200,512,8000,8,1,8,62,38,GOULD CONCEPT 32/8750,75,2000,16000,64,1,38,144,113
50_66,DEC VAX 11/780,200,512,8000,8,1,8,62,38,GOULD CONCEPT 32/8780,75,2000,16000,128,1,38,259,157
50_67,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HP 3000/30,90,256,1000,0,3,10,17,18
50_68,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HP 3000/40,105,256,2000,0,3,10,26,20
50_69,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HP 3000/44,105,1000,4000,0,3,24,32,28
50_70,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HP 3000/48,105,2000,4000,8,3,19,32,33
50_71,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HP 3000/64,75,2000,8000,8,3,24,62,47
50_72,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HP 3000/88,75,3000,8000,8,3,48,64,54
50_73,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HP 3000/III,175,256,2000,0,3,24,22,20
50_74,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HARRIS 100,300,768,3000,0,6,24,36,23
50_75,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HARRIS 300,300,768,3000,6,6,24,44,25
50_76,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HARRIS 500,300,768,12000,6,6,24,50,52
50_77,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HARRIS 600,300,768,4500,0,1,24,45,27
50_78,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HARRIS 700,300,384,12000,6,1,24,53,50
50_79,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HARRIS 80,300,192,768,6,6,24,36,18
50_80,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HARRIS 800,180,768,12000,6,1,31,84,53
50_81,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 6/35,330,1000,3000,0,2,4,16,23
50_82,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 6/92,300,1000,4000,8,3,64,38,30
50_83,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 6/96,300,1000,16000,8,2,112,38,73
50_84,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 7/35,330,1000,2000,0,1,2,16,20
50_85,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 7/45,330,1000,4000,0,3,6,22,25
50_86,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 7/55,140,2000,4000,0,3,6,29,28
50_87,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 7/65,140,2000,4000,0,4,8,40,29
50_88,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 8/44,140,2000,4000,8,1,20,35,32
50_89,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 8/49,140,2000,32000,32,1,20,134,175
50_90,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 8/50,140,2000,8000,32,1,54,66,57
50_91,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 8/52,140,2000,32000,32,1,54,141,181
50_92,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 8/62,140,2000,32000,32,1,54,189,181
50_93,DEC VAX 11/780,200,512,8000,8,1,8,62,38,HONEYWELL DPS 8/20,140,2000,4000,8,1,20,22,32
50_94,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 3033 S,57,4000,16000,1,6,12,132,82
50_95,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 3033 U,57,4000,24000,64,12,16,237,171
50_96,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 3081,26,16000,32000,64,16,24,465,361
50_97,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 3081 D,26,16000,32000,64,8,24,465,350
50_98,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 3083 B,26,8000,32000,0,8,24,277,220
50_99,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 3083 E,26,8000,16000,0,8,16,185,113
50_100,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 370/125-2,480,96,512,0,1,1,6,15
50_101,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 370/148,203,1000,2000,0,1,5,24,21
50_102,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 370/158-3,115,512,6000,16,1,6,45,35
50_103,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 38/3,1100,512,1500,0,1,1,7,18
50_104,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 38/4,1100,768,2000,0,1,1,13,20
50_105,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 38/5,600,768,2000,0,1,1,16,20
50_106,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 38/7,400,2000,4000,0,1,1,32,28
50_107,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 38/8,400,4000,8000,0,1,1,32,45
50_108,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4321,900,1000,1000,0,1,2,11,18
50_109,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4331-1,900,512,1000,0,1,2,11,17
50_110,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4331-11,900,1000,4000,4,1,2,18,26
50_111,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4331-2,900,1000,4000,8,1,2,22,28
50_112,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4341,900,2000,4000,0,3,6,37,28
50_113,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4341-1,225,2000,4000,8,3,6,40,31
50_114,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4341-10,225,2000,4000,8,3,6,34,31
50_115,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4341-11,180,2000,8000,8,1,6,50,42
50_116,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4341-12,185,2000,16000,16,1,6,76,76
50_117,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4341-2,180,2000,16000,16,1,6,66,76
50_118,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4341-9,225,1000,4000,2,3,6,24,26
50_119,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4361-4,25,2000,12000,8,1,4,49,59
50_120,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4361-5,25,2000,12000,16,3,5,66,65
50_121,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4381-1,17,4000,16000,8,6,12,100,101
50_122,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 4381-2,17,4000,16000,32,6,12,133,116
50_123,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 8130 A,1500,768,1000,0,0,0,12,18
50_124,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 8130 B,1500,768,2000,0,0,0,18,20
50_125,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IBM 8140,800,768,2000,0,0,0,20,20
50_126,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IPL 4436,50,2000,4000,0,3,6,27,30
50_127,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IPL 4443,50,2000,8000,8,3,6,45,44
50_128,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IPL 4445,50,2000,8000,8,1,6,56,44
50_129,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IPL 4446,50,2000,16000,24,1,6,70,82
50_130,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IPL 4460,50,2000,16000,24,1,6,80,82
50_131,DEC VAX 11/780,200,512,8000,8,1,8,62,38,IPL 4480,50,8000,16000,48,1,10,136,128
50_132,DEC VAX 11/780,200,512,8000,8,1,8,62,38,MAGNUSON M80/30,100,1000,8000,0,2,6,16,37
50_133,DEC VAX 11/780,200,512,8000,8,1,8,62,38,MAGNUSON M80/31,100,1000,8000,24,2,6,26,46
50_134,DEC VAX 11/780,200,512,8000,8,1,8,62,38,MAGNUSON M80/32,100,1000,8000,24,3,6,32,46
50_135,DEC VAX 11/780,200,512,8000,8,1,8,62,38,MAGNUSON M80/42,50,2000,16000,12,3,16,45,80
50_136,DEC VAX 11/780,200,512,8000,8,1,8,62,38,MAGNUSON M80/43,50,2000,16000,24,6,16,54,88
50_137,DEC VAX 11/780,200,512,8000,8,1,8,62,38,MAGNUSON M80/44,50,2000,16000,24,6,16,65,88
50_138,DEC VAX 11/780,200,512,8000,8,1,8,62,38,MICRODATA SEQ.MS/3200,150,512,4000,0,8,128,30,33
50_139,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/3000,115,2000,8000,16,1,3,50,46
50_140,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/3000 N,115,2000,4000,2,1,5,40,29
50_141,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/5000,92,2000,8000,32,1,6,62,53
50_142,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/5000 E,92,2000,8000,32,1,6,60,53
50_143,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/5000 N,92,2000,8000,4,1,6,50,41
50_144,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/6130,75,4000,16000,16,1,6,66,86
50_145,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/6150,60,4000,16000,32,1,6,86,95
50_146,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/6620,60,2000,16000,64,5,8,74,107
50_147,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/6630,60,4000,16000,64,5,8,93,117
50_148,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/6650,50,4000,16000,64,5,10,110,119
50_149,DEC VAX 11/780,200,512,8000,8,1,8,62,38,NAS AS/7000,72,4000,16000,64,8,16,143,120
